type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,errorBalanceOrig,errorBalanceDest,balanceChangeOrig,balanceChangeDest,is_orig_bal_zero,is_dest_bal_zero,isFraud
0,415437.27,415437.27,0.0,1355367.57,1770804.84,0.0,0.0,415437.27,415437.27,0,0,1.0
0,95187.14,84425.0,0.0,184564.07,279751.21,10762.14,0.0,84425.0,95187.14,0,0,0.0
1,19776.71,19776.71,0.0,0.0,0.0,0.0,19776.71,19776.71,0.0,0,1,1.0
1,37192.61,0.0,0.0,6345155.2,5832079.07,37192.61,550268.7400000002,0.0,-513076.1299999999,1,0,0.0
0,79118.17,0.0,0.0,202751.54,281869.71,79118.17,0.0,0.0,79118.17000000001,1,0,0.0
1,2066446.27,2066446.27,0.0,0.0,0.0,0.0,2066446.27,2066446.27,0.0,0,1,1.0
1,208349.01,0.0,0.0,1837996.67,2168895.56,208349.01,-122549.88000000012,0.0,330898.89000000013,1,0,0.0
0,155606.14,11386.0,0.0,292181.38,447787.52,144220.14,0.0,11386.0,155606.14,0,0,0.0
0,1974352.3,1974352.3,0.0,15531.71,1989884.01,0.0,0.0,1974352.3,1974352.3,0,0,1.0
0,221797.88,180174.0,0.0,1521956.78,1743754.65,41623.880000000005,0.0100000002421438,180174.0,221797.86999999988,0,0,0.0
0,200974.36,112586.0,0.0,2989604.77,3190579.12,88388.35999999999,0.0099999997764825,112586.0,200974.3500000001,0,0,0.0
0,230790.53,0.0,0.0,7392421.26,7623211.8,230790.53,-0.0099999997764825,0.0,230790.54000000004,1,0,0.0
0,1861928.35,1861928.35,0.0,554516.48,2416444.82,0.0,0.0100000002421438,1861928.35,1861928.34,0,0,1.0
0,210.92,210.92,0.0,3437310.4,3437521.31,0.0,0.0099999997764825,210.92,210.910000000149,0,0,1.0
0,6844.73,6844.73,0.0,264100.7,270945.42,0.0,0.0100000000093132,6844.73,6844.719999999972,0,0,1.0
0,2374490.77,2374490.77,0.0,1429190.9,3803681.67,0.0,0.0,2374490.77,2374490.77,0,0,1.0
0,38000.25,0.0,0.0,76089.2,114089.45,38000.25,0.0,0.0,38000.25,1,0,0.0
0,730574.39,730574.39,0.0,183897.18,914471.57,0.0,1.1641532182693479e-10,730574.39,730574.3899999999,0,0,1.0
1,613386.47,613386.47,0.0,0.0,0.0,0.0,613386.47,613386.47,0.0,0,1,1.0
0,266836.35,266836.35,0.0,69105.61,335941.96,0.0,-5.820766091346741e-11,266836.35,266836.35000000003,0,0,1.0
0,213544.98,0.0,0.0,1485313.14,1698858.12,213544.98,-2.3283064365386963e-10,0.0,213544.9800000002,1,0,0.0
0,206233.72,1308.0,0.0,4429065.87,4635299.59,204925.72,0.0,1308.0,206233.7199999997,0,0,0.0
0,246535.78,15590.0,0.0,102046.35,348582.12,230945.78,0.0100000000093132,15590.0,246535.77,0,0,0.0
1,400957.02,40458.0,0.0,34210.29,435167.31,360499.02,0.0,40458.0,400957.02,0,0,0.0
1,167963.64,167963.64,0.0,0.0,0.0,0.0,167963.64,167963.64,0.0,0,1,1.0
0,80596.43,21923.0,0.0,539157.19,619753.62,58673.42999999999,-1.1641532182693479e-10,21923.0,80596.43000000005,0,0,0.0
0,12278.0,12278.0,0.0,853058.02,865336.02,0.0,0.0,12278.0,12278.0,0,0,1.0
1,511259.05,511259.05,0.0,0.0,0.0,0.0,511259.05,511259.05,0.0,0,1,1.0
0,4582074.51,4582074.51,0.0,154034.94,4736109.45,0.0,0.0,4582074.51,4582074.51,0,0,1.0
0,489759.31,222820.47,0.0,5918112.91,6407872.22,266938.84,0.0,222820.47,489759.3099999996,0,0,0.0
0,77996.77,21044.0,0.0,514097.12,592093.9,56952.77,-0.0100000000093132,21044.0,77996.78000000003,0,0,0.0
0,10000000.0,10000000.0,0.0,504326.62,10342417.9,0.0,161908.7199999988,10000000.0,9838091.28,0,0,1.0
0,395111.99,651.0,0.0,1838325.34,2233437.33,394460.99,0.0,651.0,395111.99,0,0,0.0
0,580612.67,44170.6,0.0,657291.13,1237903.8,536442.0700000001,0.0,44170.6,580612.67,0,0,0.0
0,48078.85,48078.85,0.0,288760.9,336839.74,0.0,0.0100000000093132,48078.85,48078.83999999997,0,0,1.0
1,304085.48,304085.48,0.0,0.0,0.0,0.0,304085.48,304085.48,0.0,0,1,1.0
0,160337.11,0.0,0.0,2780986.1,2941323.21,160337.11,0.0,0.0,160337.10999999987,1,0,0.0
0,120873.05,0.0,0.0,862249.73,983122.78,120873.05,0.0,0.0,120873.05000000005,1,0,0.0
1,27723.34,27723.34,0.0,0.0,0.0,0.0,27723.34,27723.34,0.0,0,1,1.0
0,43928.31,43928.31,0.0,0.0,43928.31,0.0,0.0,43928.31,43928.31,0,1,1.0
0,112899.07,0.0,0.0,240340.18,265747.14,112899.07,87492.10999999999,0.0,25406.96000000002,1,0,0.0
1,1259972.05,1259972.05,0.0,0.0,0.0,0.0,1259972.05,1259972.05,0.0,0,1,1.0
1,2040209.74,2040209.74,0.0,0.0,0.0,0.0,2040209.74,2040209.74,0.0,0,1,1.0
0,196133.89,241482.94,45349.06,394790.12,148564.66,0.0100000000093132,442359.35,196133.88,-246225.46,0,0,0.0
0,317311.48,0.0,0.0,673000.65,342586.02,317311.48,647726.11,0.0,-330414.63,1,0,0.0
0,57332.65,0.0,0.0,402154.73,459487.38,57332.65,0.0,0.0,57332.65000000002,1,0,0.0
0,50820.71,50820.71,0.0,0.0,50820.71,0.0,0.0,50820.71,50820.71,0,1,1.0
0,164502.06,164502.06,0.0,252850.62,417352.68,0.0,0.0,164502.06,164502.06,0,0,1.0
1,4953893.08,4953893.08,4953893.08,0.0,0.0,4953893.08,4953893.08,0.0,0.0,0,1,1.0
1,225301.45,225301.45,0.0,0.0,0.0,0.0,225301.45,225301.45,0.0,0,1,1.0
0,41537.37,41894.0,356.63,0.0,41537.37,0.0,0.0,41537.37,41537.37,0,1,0.0
0,146531.42,274058.0,127526.58,22707.15,169238.57,0.0,0.0,146531.41999999998,146531.42,0,0,0.0
0,508782.2,0.0,0.0,1082007.65,1590789.85,508782.2,-2.3283064365386963e-10,0.0,508782.2000000002,1,0,1.0
1,216179.15,216179.15,0.0,0.0,0.0,0.0,216179.15,216179.15,0.0,0,1,1.0
0,2872.77,0.0,0.0,1213073.38,1215946.15,2872.77,0.0,0.0,2872.7700000000186,1,0,0.0
0,522465.43,522465.43,0.0,1116912.37,1639377.8,0.0,0.0,522465.43,522465.42999999993,0,0,1.0
0,925579.57,925579.57,0.0,2147930.24,3073509.81,0.0,0.0,925579.57,925579.5699999998,0,0,1.0
0,220161.66,31090.0,0.0,352244.74,572406.4,189071.66,0.0,31090.0,220161.66000000003,0,0,0.0
0,105987.75,0.0,0.0,690479.36,796467.11,105987.75,0.0,0.0,105987.75,1,0,0.0
0,865.62,98533.97,97668.35,247314.65,248180.26,0.0,0.0099999999802093,865.6199999999953,865.6100000000151,0,0,0.0
1,11481.0,11481.0,0.0,0.0,263492.28,0.0,-252011.28000000003,11481.0,263492.28,0,1,1.0
1,601494.61,601494.61,0.0,0.0,0.0,0.0,601494.61,601494.61,0.0,0,1,1.0
0,226821.35,0.0,0.0,235176.25,461997.61,226821.35,-0.0100000000093132,0.0,226821.36,1,0,0.0
0,121957.62,60758.0,0.0,48295.85,170253.48,61199.62,-0.0100000000093132,60758.0,121957.63,0,0,0.0
0,212089.74,212089.74,0.0,257758.48,469848.23,0.0,-0.0100000000093132,212089.74,212089.75,0,0,1.0
0,262434.54,262434.54,0.0,19525.79,438233.86,0.0,-156273.53000000003,262434.54,418708.07,0,0,1.0
0,236385.85,4278.0,0.0,1211869.89,1448255.74,232107.85,0.0,4278.0,236385.8500000001,0,0,0.0
0,143660.11,143660.11,0.0,0.0,143660.11,0.0,0.0,143660.11,143660.11,0,1,1.0
0,32794.96,2205.62,0.0,858093.93,890888.88,30589.34,0.0100000000093132,2205.62,32794.94999999995,0,0,0.0
1,5052211.09,5052211.09,0.0,0.0,0.0,0.0,5052211.09,5052211.09,0.0,0,1,1.0
1,1440705.58,1440705.58,0.0,0.0,0.0,0.0,1440705.58,1440705.58,0.0,0,1,1.0
0,225292.29,7557.3,0.0,0.0,225292.29,217734.99,0.0,7557.3,225292.29,0,1,0.0
0,271229.8,271229.8,0.0,566471.82,837701.62,0.0,-1.1641532182693479e-10,271229.8,271229.80000000005,0,0,1.0
0,238271.94,32160.0,0.0,10335377.1,10573649.04,206111.94,0.0,32160.0,238271.93999999948,0,0,0.0
1,2222008.27,2222008.27,0.0,0.0,0.0,0.0,2222008.27,2222008.27,0.0,0,1,1.0
0,362335.05,362335.05,0.0,509388.64,871723.69,0.0,0.0,362335.05,362335.04999999993,0,0,1.0
0,23314.4,2400.0,0.0,70245.86,93560.27,20914.4,-0.0099999999947613,2400.0,23314.410000000003,0,0,0.0
0,639468.22,639468.22,0.0,185390.74,824858.96,0.0,0.0,639468.22,639468.22,0,0,1.0
0,326884.31,326884.31,0.0,337428.2,664312.51,0.0,0.0,326884.31,326884.31,0,0,1.0
0,118283.14,0.0,0.0,199789.88,318073.02,118283.14,0.0,0.0,118283.14,1,0,0.0
0,558112.35,0.0,0.0,1017572.39,1575684.74,558112.35,0.0,0.0,558112.35,1,0,0.0
0,314005.16,10418.0,0.0,4861323.82,5175328.98,303587.16,0.0,10418.0,314005.16000000015,0,0,0.0
1,836294.38,0.0,0.0,6889489.17,7725783.54,836294.38,0.0099999997764825,0.0,836294.3700000001,1,0,0.0
0,88818.42,9313.47,0.0,2005351.02,2094169.44,79504.95,0.0,9313.47,88818.41999999993,0,0,0.0
1,335859.86,335859.86,0.0,0.0,0.0,0.0,335859.86,335859.86,0.0,0,1,1.0
0,559565.82,559565.82,0.0,310264.17,869829.99,0.0,0.0,559565.82,559565.8200000001,0,0,1.0
0,208624.87,25693.0,0.0,0.0,208624.87,182931.87,0.0,25693.0,208624.87,0,1,0.0
0,8152.37,49814.93,41662.56,444655.22,452807.59,0.0,-5.820766091346741e-11,8152.370000000003,8152.370000000054,0,0,0.0
0,291838.64,3266.0,0.0,9959.1,301797.74,288572.64,0.0,3266.0,291838.64,0,0,0.0
1,401575.19,401575.19,0.0,0.0,0.0,0.0,401575.19,401575.19,0.0,0,1,1.0
0,52557.21,52557.21,0.0,0.0,52557.21,0.0,0.0,52557.21,52557.21,0,1,1.0
1,1093535.34,0.0,0.0,5084133.38,6177668.72,1093535.34,0.0,0.0,1093535.34,1,0,0.0
0,261392.13,0.0,0.0,7823121.16,8354099.42,261392.13,-269586.1299999999,0.0,530978.2599999998,1,0,0.0
1,1517498.46,10371.0,0.0,0.0,1517498.46,1507127.46,0.0,10371.0,1517498.46,0,1,0.0
0,158865.03,51899.0,0.0,195334.59,354199.61,106966.03,0.0100000000093132,51899.0,158865.02,0,0,0.0
0,441122.56,0.0,0.0,1737802.3,2178924.85,441122.56,0.0099999997764825,0.0,441122.5500000001,1,0,0.0
1,288032.02,288032.02,0.0,0.0,0.0,0.0,288032.02,288032.02,0.0,0,1,1.0
1,2070939.88,2070939.88,0.0,0.0,0.0,0.0,2070939.88,2070939.88,0.0,0,1,1.0
0,22297.32,335296.02,312998.7,2462487.23,2484784.54,0.0,0.0099999997764825,22297.320000000007,22297.310000000056,0,0,0.0
0,74752.46,0.0,0.0,373983.19,448735.65,74752.46,0.0,0.0,74752.46000000002,1,0,0.0
1,321465.0,321465.0,0.0,0.0,0.0,0.0,321465.0,321465.0,0.0,0,1,1.0
0,385451.59,164.0,0.0,24611.0,410062.59,385287.59,0.0,164.0,385451.59,0,0,0.0
1,221768.98,0.0,0.0,234263.38,456032.36,221768.98,0.0,0.0,221768.98,1,0,0.0
1,272491.82,99022.0,0.0,0.0,272491.82,173469.82,0.0,99022.0,272491.82,0,1,0.0
0,84614.67,923220.0,838605.33,4619527.44,4704142.11,0.0,0.0,84614.67000000004,84614.66999999993,0,0,0.0
0,969259.07,969259.07,0.0,85723.45,1054982.52,0.0,0.0,969259.07,969259.07,0,0,1.0
1,534255.94,534255.94,0.0,0.0,0.0,0.0,534255.94,534255.94,0.0,0,1,1.0
1,329728.11,329728.11,0.0,0.0,0.0,0.0,329728.11,329728.11,0.0,0,1,1.0
0,3760068.04,3760068.04,0.0,622555.65,4382623.69,0.0,0.0,3760068.04,3760068.040000001,0,0,1.0
0,101118.08,24955.0,0.0,1079569.36,1180687.45,76163.08,-0.0099999997764825,24955.0,101118.08999999984,0,0,0.0
0,186034.85,212549.0,26514.15,34891.36,220926.21,0.0,2.9103830456733704e-11,186034.85,186034.85,0,0,0.0
0,70696.74,70696.74,0.0,90517.55,161214.29,0.0,0.0,70696.74,70696.74,0,0,1.0
0,471970.27,39478.0,0.0,229088.06,701058.32,432492.27,0.0100000001257285,39478.0,471970.26,0,0,0.0
1,1639676.27,1639676.27,0.0,0.0,0.0,0.0,1639676.27,1639676.27,0.0,0,1,1.0
0,787.42,11401.0,10613.58,206727.33,207514.75,0.0,0.0,787.4200000000001,787.4200000000128,0,0,0.0
0,6465.98,0.0,0.0,1149282.88,1155748.85,6465.98,0.0099999997764825,0.0,6465.970000000205,1,0,0.0
0,276979.06,42825.0,0.0,1745859.05,2022838.11,234154.06,0.0,42825.0,276979.06000000006,0,0,0.0
1,103124.43,103124.43,0.0,0.0,0.0,0.0,103124.43,103124.43,0.0,0,1,1.0
1,1861373.81,5655.0,0.0,2722730.85,4584104.66,1855718.81,0.0,5655.0,1861373.81,0,0,0.0
0,132648.28,0.0,0.0,549945.47,682593.76,132648.28,-0.0100000000093132,0.0,132648.29000000004,1,0,0.0
1,528039.35,0.0,0.0,2591984.51,3120023.86,528039.35,0.0,0.0,528039.3500000001,1,0,0.0
0,116686.46,20659.0,0.0,206006.53,322692.99,96027.46,0.0,20659.0,116686.46,0,0,0.0
0,125963.06,0.0,0.0,727065.44,853028.5,125963.06,0.0,0.0,125963.06000000006,1,0,0.0
0,37669.24,304442.0,266772.76,0.0,37669.24,0.0,0.0,37669.23999999999,37669.24,0,1,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0
1,103368.58,103368.58,0.0,0.0,0.0,0.0,103368.58,103368.58,0.0,0,1,1.0
1,494534.72,5449.0,0.0,180679.03,675213.75,489085.72,0.0,5449.0,494534.72,0,0,0.0
0,125906.71,0.0,0.0,296441.69,422348.4,125906.71,0.0,0.0,125906.71000000002,1,0,0.0
0,170076.91,20949.0,0.0,81982.93,252059.84,149127.91,0.0,20949.0,170076.91,0,0,0.0
0,84416.84,8015.0,0.0,0.0,84416.84,76401.84,0.0,8015.0,84416.84,0,1,0.0
1,328427.77,328427.77,0.0,0.0,0.0,0.0,328427.77,328427.77,0.0,0,1,1.0
0,1123639.01,1123639.01,0.0,0.0,1123639.01,0.0,0.0,1123639.01,1123639.01,0,1,1.0
0,566520.12,0.0,0.0,2092025.79,2658545.92,566520.12,-0.0099999997764825,0.0,566520.1299999999,1,0,0.0
0,703833.48,703833.48,0.0,0.0,703833.48,0.0,0.0,703833.48,703833.48,0,1,1.0
0,517064.21,10358.0,0.0,273537.92,790602.13,506706.21,0.0,10358.0,517064.21,0,0,0.0
1,44164.0,44164.0,0.0,0.0,0.0,0.0,44164.0,44164.0,0.0,0,1,1.0
0,7563536.91,7563536.91,0.0,667243.49,8265310.34,0.0,-34529.93999999948,7563536.91,7598066.85,0,0,1.0
0,586718.88,586718.88,0.0,290900.71,877619.59,0.0,1.1641532182693479e-10,586718.88,586718.8799999999,0,0,1.0
0,219480.07,0.0,0.0,3073624.13,3293104.2,219480.07,-4.656612873077393e-10,0.0,219480.0700000003,1,0,0.0
1,96539.69,23476.0,0.0,609506.82,706046.51,73063.69,0.0,23476.0,96539.69000000006,0,0,0.0
1,1243269.91,1243269.91,0.0,0.0,0.0,0.0,1243269.91,1243269.91,0.0,0,1,1.0
0,1241118.86,1241118.86,0.0,30436340.62,31677459.48,0.0,0.0,1241118.86,1241118.8599999994,0,0,1.0
0,16270.04,398092.0,381821.96,0.0,16270.04,0.0,0.0,16270.03999999998,16270.04,0,1,0.0
0,279000.78,0.0,0.0,6279562.53,6558563.31,279000.78,9.313225746154783e-10,0.0,279000.77999999933,1,0,0.0
0,202263.03,202263.03,0.0,538324.08,740587.11,0.0,0.0,202263.03,202263.03000000003,0,0,1.0
0,103658.36,5001.0,0.0,1601523.66,1705182.02,98657.36,0.0,5001.0,103658.3600000001,0,0,0.0
1,87999.25,87999.25,0.0,0.0,0.0,0.0,87999.25,87999.25,0.0,0,1,1.0
0,66572.96,151283.26,84710.3,251804.99,549281.87,0.0,-230903.92,66572.96,297476.88,0,0,0.0
1,400758.85,400758.85,0.0,0.0,0.0,0.0,400758.85,400758.85,0.0,0,1,1.0
0,27951.26,27951.26,0.0,10439.0,698752.71,0.0,-660362.45,27951.26,688313.71,0,0,1.0
1,273821.76,273821.76,0.0,0.0,0.0,0.0,273821.76,273821.76,0.0,0,1,1.0
0,143175.23,143175.23,0.0,695647.18,838822.41,0.0,0.0,143175.23,143175.22999999998,0,0,1.0
0,349102.75,9987.0,0.0,1011808.86,1360911.62,339115.75,-0.0100000002421438,9987.0,349102.7600000001,0,0,0.0
0,12930.12,0.0,0.0,4973964.09,4986894.21,12930.12,0.0,0.0,12930.120000000112,1,0,0.0
1,2052851.64,2052851.64,0.0,0.0,0.0,0.0,2052851.64,2052851.64,0.0,0,1,1.0
0,145367.99,101945.0,0.0,178775.9,324143.89,43422.98999999999,0.0,101945.0,145367.99000000002,0,0,0.0
0,50716.82,0.0,0.0,612591.19,663308.02,50716.82,-0.0100000001257285,0.0,50716.83000000008,1,0,0.0
0,211808.87,0.0,0.0,8014488.8,8715599.45,211808.87,-489301.7799999993,0.0,701110.6499999994,1,0,0.0
0,201896.31,0.0,0.0,408686.73,610583.04,201896.31,0.0,0.0,201896.31000000008,1,0,0.0
0,154648.46,905226.0,750577.54,0.0,154648.46,0.0,0.0,154648.45999999996,154648.46,0,1,0.0
1,253793.28,253793.28,0.0,0.0,0.0,0.0,253793.28,253793.28,0.0,0,1,1.0
0,59385.67,59385.67,0.0,74371.0,133756.67,0.0,-2.9103830456733704e-11,59385.67,59385.67000000001,0,0,1.0
0,316747.22,0.0,0.0,15784798.76,16101545.98,316747.22,0.0,0.0,316747.22000000067,1,0,0.0
1,158279.4,158279.4,0.0,0.0,0.0,0.0,158279.4,158279.4,0.0,0,1,1.0
0,213755.22,0.0,0.0,311592.48,525347.7,213755.22,0.0,0.0,213755.22,1,0,0.0
1,688473.32,688473.32,0.0,0.0,0.0,0.0,688473.32,688473.32,0.0,0,1,1.0
0,59486.65,0.0,0.0,84563.78,144050.43,59486.65,0.0,0.0,59486.65,1,0,0.0
1,612743.87,612743.87,0.0,0.0,0.0,0.0,612743.87,612743.87,0.0,0,1,1.0
0,151465.56,5073.0,0.0,251568.8,403034.36,146392.56,0.0,5073.0,151465.56,0,0,0.0
0,1170282.92,1170282.92,0.0,173264.14,1343547.06,0.0,0.0,1170282.92,1170282.92,0,0,1.0
0,529659.95,529659.95,0.0,333075.03,862734.98,0.0,0.0,529659.95,529659.95,0,0,1.0
0,6783.47,6783.47,0.0,88745.55,95529.02,0.0,0.0,6783.47,6783.470000000001,0,0,1.0
0,227624.3,227624.3,0.0,0.0,227624.3,0.0,0.0,227624.3,227624.3,0,1,1.0
0,479892.04,479892.04,0.0,1600079.29,2079971.33,0.0,0.0,479892.04,479892.04,0,0,1.0
0,245820.87,0.0,0.0,8128490.97,8374311.84,245820.87,0.0,0.0,245820.8700000001,1,0,0.0
1,2451423.58,2451423.58,0.0,0.0,0.0,0.0,2451423.58,2451423.58,0.0,0,1,1.0
1,1473449.73,0.0,0.0,2914257.27,4387707.0,1473449.73,0.0,0.0,1473449.73,1,0,0.0
0,191691.79,145932.51,0.0,246638.61,438330.39,45759.28,0.0100000000093132,145932.51,191691.78000000003,0,0,0.0
0,432559.06,0.0,0.0,500276.82,932835.89,432559.06,-0.0100000000093132,0.0,432559.07,1,0,0.0
0,271908.4,271908.4,0.0,1488088.26,1759996.66,0.0,2.3283064365386963e-10,271908.4,271908.3999999999,0,0,1.0
1,456278.26,392604.0,0.0,614679.88,1070958.14,63674.26000000001,2.3283064365386963e-10,392604.0,456278.2599999999,0,0,0.0
0,510067.62,2216.0,0.0,955620.49,1465688.11,507851.62,-2.3283064365386963e-10,2216.0,510067.6200000001,0,0,0.0
1,158502.05,10903.0,0.0,0.0,158502.05,147599.05,0.0,10903.0,158502.05,0,1,0.0
1,1013162.81,0.0,0.0,1092651.5,2105814.31,1013162.81,0.0,0.0,1013162.81,1,0,0.0
1,2792974.65,183.0,0.0,1603282.22,4860941.81,2792791.65,-464684.9399999995,183.0,3257659.59,0,0,0.0
1,538312.05,538312.05,0.0,0.0,0.0,0.0,538312.05,538312.05,0.0,0,1,1.0
1,417217.89,417217.89,0.0,0.0,0.0,0.0,417217.89,417217.89,0.0,0,1,1.0
0,3716.7,71735.41,68018.71,256998.72,260715.42,0.0,0.0,3716.699999999997,3716.700000000012,0,0,0.0
0,71277.45,71277.45,0.0,2698147.17,2769424.62,0.0,0.0,71277.45,71277.45000000019,0,0,1.0
0,241350.4,0.0,0.0,519101.03,760451.43,241350.4,0.0,0.0,241350.4,1,0,0.0
0,169941.73,169941.73,0.0,0.0,169941.73,0.0,0.0,169941.73,169941.73,0,1,1.0
0,20403.81,54171.0,33767.19,0.0,20403.81,0.0,0.0,20403.81,20403.81,0,1,0.0
0,14503.56,0.0,0.0,211936.64,226440.19,14503.56,0.0100000000093132,0.0,14503.549999999988,1,0,0.0
1,210431.21,0.0,0.0,463933.89,674365.1,210431.21,0.0,0.0,210431.21,1,0,0.0
0,67720.9,308350.0,240629.1,492888.2,560609.1,0.0,0.0,67720.9,67720.89999999997,0,0,0.0
0,5239429.19,5239429.19,0.0,20373.48,5259802.67,0.0,9.313225746154783e-10,5239429.19,5239429.19,0,0,1.0
0,268762.37,268762.37,0.0,864874.76,1133637.14,0.0,-0.0100000000093132,268762.37,268762.3799999999,0,0,1.0
0,16614.82,16614.82,0.0,904409.29,921024.11,0.0,0.0,16614.82,16614.81999999995,0,0,1.0
1,2468740.94,2468740.94,0.0,0.0,0.0,0.0,2468740.94,2468740.94,0.0,0,1,1.0
0,439943.12,100857.0,0.0,3695961.16,4135904.28,339086.12,4.656612873077393e-10,100857.0,439943.1199999997,0,0,0.0
1,420330.71,420330.71,0.0,0.0,0.0,0.0,420330.71,420330.71,0.0,0,1,1.0
1,548269.98,548269.98,0.0,0.0,0.0,0.0,548269.98,548269.98,0.0,0,1,1.0
0,46300.96,0.0,0.0,1328751.6,1375052.56,46300.96,0.0,0.0,46300.95999999996,1,0,0.0
0,138250.14,2038.0,0.0,8136152.99,8274403.13,136212.14,0.0,2038.0,138250.13999999966,0,0,0.0
0,2219475.13,2219475.13,0.0,589145.32,2808620.45,0.0,-4.656612873077393e-10,2219475.13,2219475.1300000004,0,0,1.0
0,236947.25,236947.25,0.0,70084.28,307031.53,0.0,0.0,236947.25,236947.25000000003,0,0,1.0
1,445107.25,21236.0,0.0,186904.26,632011.51,423871.25,0.0,21236.0,445107.25,0,0,0.0
0,246840.87,0.0,0.0,4679885.33,4433693.91,246840.87,493032.29,0.0,-246191.41999999995,1,0,0.0
0,234673.76,234673.76,0.0,281289.1,515962.86,0.0,0.0,234673.76,234673.76,0,0,1.0
0,212583.72,7892.0,0.0,1206386.36,1418970.08,204691.72,0.0,7892.0,212583.72,0,0,0.0
1,2067096.98,0.0,0.0,4439805.6,6506902.58,2067096.98,0.0,0.0,2067096.9800000004,1,0,0.0
0,443798.93,70636.0,0.0,2285915.59,2729714.52,373162.93,0.0,70636.0,443798.93000000017,0,0,0.0
0,378837.12,31663.0,0.0,0.0,378837.12,347174.12,0.0,31663.0,378837.12,0,1,0.0
0,1589614.75,1589614.75,0.0,2163508.38,3753123.13,0.0,0.0,1589614.75,1589614.75,0,0,1.0
1,18887.0,18887.0,0.0,0.0,0.0,0.0,18887.0,18887.0,0.0,0,1,1.0
1,217255.97,217255.97,0.0,0.0,0.0,0.0,217255.97,217255.97,0.0,0,1,1.0
0,123616.23,291357.58,167741.35,4078895.14,4202511.37,0.0,0.0,123616.23,123616.22999999998,0,0,0.0
0,147080.42,147080.42,0.0,0.0,147080.42,0.0,0.0,147080.42,147080.42,0,1,1.0
0,427319.03,0.0,0.0,6123186.87,6550505.9,427319.03,0.0,0.0,427319.03000000026,1,0,0.0
1,72547.29,72547.29,0.0,0.0,0.0,0.0,72547.29,72547.29,0.0,0,1,1.0
1,244814.12,244814.12,0.0,0.0,0.0,0.0,244814.12,244814.12,0.0,0,1,1.0
1,3996798.71,3996798.71,0.0,0.0,0.0,0.0,3996798.71,3996798.71,0.0,0,1,1.0
0,522343.83,522343.83,0.0,3135268.16,3657611.99,0.0,0.0,522343.83,522343.8300000001,0,0,1.0
0,17420.05,182.0,0.0,0.0,17420.05,17238.05,0.0,182.0,17420.05,0,1,0.0
0,94898.79,20950.0,0.0,187694.41,282593.2,73948.79,0.0,20950.0,94898.79,0,0,0.0
0,8014.89,23866.0,15851.11,118160.31,126175.2,0.0,0.0,8014.889999999999,8014.889999999999,0,0,0.0
0,40413.81,40413.81,0.0,0.0,40413.81,0.0,0.0,40413.81,40413.81,0,1,1.0
0,245803.37,5527.0,0.0,603076.85,848880.22,240276.37,0.0,5527.0,245803.37,0,0,0.0
0,2689633.8,2689633.8,0.0,0.0,2689633.8,0.0,0.0,2689633.8,2689633.8,0,1,1.0
0,177621.73,0.0,0.0,768005.62,945627.35,177621.73,0.0,0.0,177621.72999999998,1,0,0.0
1,592615.53,592615.53,0.0,0.0,0.0,0.0,592615.53,592615.53,0.0,0,1,1.0
1,303851.25,0.0,0.0,917186.98,1221038.23,303851.25,0.0,0.0,303851.25,1,0,0.0
1,456360.87,456360.87,0.0,0.0,0.0,0.0,456360.87,456360.87,0.0,0,1,1.0
0,175955.57,0.0,0.0,329825.64,505781.21,175955.57,0.0,0.0,175955.57,1,0,0.0
0,92108.16,29870.0,0.0,0.0,648742.28,62238.16,-556634.12,29870.0,648742.28,0,1,0.0
0,292141.3,16207.0,0.0,0.0,292141.3,275934.3,0.0,16207.0,292141.3,0,1,0.0
0,89810.58,0.0,0.0,3800109.14,3889919.73,89810.58,-0.0099999997764825,0.0,89810.58999999985,1,0,0.0
0,701346.54,252490.0,0.0,359559.35,934536.56,448856.54,126369.33000000007,252490.0,574977.2100000001,0,0,0.0
0,102892.64,57416.0,0.0,508435.77,611328.41,45476.64,0.0,57416.0,102892.64,0,0,0.0
0,75306.03,100204.0,24897.97,605831.25,681137.28,0.0,0.0,75306.03,75306.03000000003,0,0,0.0
0,104231.11,21252.0,0.0,1203420.96,1307652.07,82979.11,0.0,21252.0,104231.1100000001,0,0,0.0
0,152440.99,0.0,0.0,1944288.15,2096729.15,152440.99,-0.0100000000093132,0.0,152441.0,1,0,0.0
1,1539687.27,1539687.27,0.0,0.0,0.0,0.0,1539687.27,1539687.27,0.0,0,1,1.0
0,256792.22,41014.0,0.0,864812.81,1121605.03,215778.22,0.0,41014.0,256792.22,0,0,0.0
0,6501303.14,6501303.14,0.0,4439499.5,10940802.64,0.0,0.0,6501303.14,6501303.140000001,0,0,1.0
0,10000000.0,10000000.0,0.0,158643.25,10158643.25,0.0,0.0,10000000.0,10000000.0,0,0,1.0
0,206438.5,20776.0,0.0,3014834.87,3221273.37,185662.5,0.0,20776.0,206438.5,0,0,0.0
0,32527.0,32527.0,0.0,77934.8,110461.8,0.0,0.0,32527.0,32527.0,0,0,1.0
0,201511.93,201511.93,0.0,0.0,201511.93,0.0,0.0,201511.93,201511.93,0,1,1.0
